Time UTC (yyyy-mm-ddThh:mm:ss.fffZ),Conductivity (S/m),Conductivity QC Flag,Conductivity Count,Density (kg/m3),Density QC Flag,Density Count, Depth (m), Depth QC Flag, Depth Count,Salinity (psu),Salinity QC Flag,Practical Salinity Count,Pressure (dbar), Pressure QC Flag, Pressure Count,Sigma-t (kg/m3),Sigma-t QC Flag,Sigma-t Count,Sigma-theta (0 dbar) (kg/m3),Sigma-theta (0 dbar) QC Flag,Sigma-theta (0 dbar) Count,Sound Speed (m/s),Sound Speed QC Flag,Sound Speed Count,Temperature (C),Temperature QC Flag,Temperature Count
2024-08-17T20:30:00.000Z,2.494165151,7,3551,1021.681226862,7,3551, NaN,9,0,27.142990735,7,3551,8.998313714,7,3551,21.638466812,7,3551,21.638493439,7,3551,1451.110634751,7,3551,2.714230358,7,3551
2024-08-17T21:30:00.000Z,2.489361338,7,3549,1021.716849851,7,3549, NaN,9,0,27.178957368,7,3549,8.909940265,7,3549,21.674485282,7,3549,21.674510585,7,3549,1450.672055227,7,3549,2.604055959,7,3549
2024-08-17T22:30:00.000Z,2.487136122,7,3548,1021.742082685,7,3548, NaN,9,0,27.205860626,7,3548,8.847637542,7,3548,21.700000827,7,3548,21.700025383,7,3548,1450.428424183,7,3548,2.541113726,7,3548
2024-08-17T23:30:00.000Z,2.487680031,7,3548,1021.782879005,7,3548, NaN,9,0,27.25329487,7,3548,8.817129932,7,3548,21.740933978,7,3548,21.740958076,7,3548,1450.278038331,7,3548,2.493158427,7,3548
2024-08-18T00:30:00.000Z,2.48374978,7,3546,1021.868823601,7,3546, NaN,9,0,27.347791427,7,3546,8.826155386,7,3546,21.826801827,7,3546,21.826824533,7,3546,1449.668401015,7,3546,2.327461534,7,3546
2024-08-18T01:30:00.000Z,2.489719411,7,3549,1021.775096987,7,3549, NaN,9,0,27.246109496,7,3549,8.883754015,7,3549,21.732843673,7,3549,21.732868306,7,3549,1450.433505213,7,3549,2.530224458,7,3549
2024-08-18T02:30:00.000Z,2.492422434,7,3550,1021.719548421,7,3550, NaN,9,0,27.184968282,7,3550,8.964388169,7,3550,21.676934348,7,3550,21.676960187,7,3550,1450.839447887,7,3550,2.640092732,7,3550
2024-08-18T03:30:00.000Z,2.491222763,7,3550,1021.755292689,7,3550, NaN,9,0,27.224063803,7,3550,9.056067324,7,3550,21.712230015,7,3550,21.712255555,7,3550,1450.614777465,7,3550,2.577191042,7,3550
2024-08-18T04:30:00.000Z,2.485899118,7,3547,1021.878465952,7,3547, NaN,9,0,27.359724725,7,3547,9.135361996,7,3547,21.83497705,7,3547,21.835000789,7,3547,1449.761255145,7,3547,2.344415055,7,3547
2024-08-18T05:30:00.000Z,2.481422087,7,3545,1022.058758778,7,3545, NaN,9,0,27.562514556,7,3545,9.169431312,7,3545,22.015046719,7,3545,22.015068065,7,3545,1448.703990127,7,3545,2.046765275,7,3545
2024-08-18T06:30:00.000Z,2.485937567,7,3547,1021.912050804,7,3547, NaN,9,0,27.397850832,7,3547,9.175379194,7,3547,21.868363218,7,3547,21.868386675,7,3547,1449.617493657,7,3547,2.300214294,7,3547
2024-08-18T07:30:00.000Z,2.47733725,7,3542,1021.924267567,7,3542, NaN,9,0,27.403495652,7,3542,9.14099266,7,3542,21.88071147,7,3542,21.880733589,7,3542,1449.057660361,7,3542,2.172444579,7,3542
2024-08-18T08:30:00.000Z,2.476872091,7,3543,1021.89904734,7,3543, NaN,9,0,27.374275388,7,3543,9.090715495,7,3543,21.855735574,7,3543,21.855757771,7,3543,1449.140548688,7,3543,2.199812842,7,3543
2024-08-18T09:30:00.000Z,2.478450488,7,3543,1021.862531969,7,3543, NaN,9,0,27.33415676,7,3543,9.041432684,7,3543,21.819469402,7,3543,21.819492065,7,3543,1449.393292408,7,3543,2.268751708,7,3543
2024-08-18T10:30:00.000Z,2.479175705,7,3544,1021.871860135,7,3544, NaN,9,0,27.34580855,7,3544,9.001315181,7,3544,21.828988682,7,3544,21.829011237,7,3544,1449.393134312,7,3544,2.265422686,7,3544
2024-08-18T11:30:00.000Z,2.483341941,7,3545,1021.795891941,7,3545, NaN,9,0,27.262776925,7,3545,9.009923554,7,3545,21.753012391,7,3545,21.753036323,7,3545,1449.973670522,7,3545,2.42090677,7,3545
2024-08-18T12:30:00.000Z,2.486937057,7,3548,1021.763428212,7,3548, NaN,9,0,27.229130524,7,3548,9.02990389,7,3548,21.720473672,7,3548,21.720498484,7,3548,1450.328125141,7,3548,2.510920688,7,3548
2024-08-18T13:30:00.000Z,2.490933403,7,3550,1021.731532205,7,3550, NaN,9,0,27.196494366,7,3550,9.113403944,7,3550,21.688202024,7,3550,21.688227991,7,3550,1450.704058028,7,3550,2.605732817,7,3550
2024-08-18T14:30:00.000Z,2.493905829,7,3551,1021.68317503,7,3551, NaN,9,0,27.143829203,7,3551,9.196676992,7,3551,21.639471218,7,3551,21.639498377,7,3551,1451.09431991,7,3551,2.709500507,7,3551
2024-08-18T15:30:00.000Z,2.489762939,7,3549,1021.735410196,7,3549, NaN,9,0,27.198588476,7,3549,9.305817695,7,3549,21.69116039,7,3549,21.691186695,7,3549,1450.626045647,7,3549,2.586611581,7,3549
2024-08-18T16:30:00.000Z,2.483989439,7,3546,1021.814126822,7,3546, NaN,9,0,27.282251466,7,3546,9.377729836,7,3546,21.769494929,7,3546,21.769519731,7,3546,1449.944034123,7,3546,2.407012775,7,3546
2024-08-18T17:30:00.000Z,2.486234564,7,3547,1021.829736342,7,3547, NaN,9,0,27.302259966,7,3547,9.409652382,7,3547,21.784956253,7,3547,21.784981269,7,3547,1450.007123767,7,3547,2.415263265,7,3547
2024-08-18T18:30:00.000Z,2.481940288,7,3545,1021.823490886,7,3545, NaN,9,0,27.290851368,7,3545,9.387469394,7,3545,21.778803134,7,3545,21.778827578,7,3545,1449.783202821,7,3545,2.368087898,7,3545
2024-08-18T19:30:00.000Z,2.483207986,7,3546,1021.768752277,7,3546, NaN,9,0,27.229834067,7,3546,9.308785956,7,3546,21.724457423,7,3546,21.724482444,7,3546,1450.097040609,7,3546,2.457336971,7,3546
2024-08-18T20:30:00.000Z,2.48683773,7,3547,1021.743825964,7,3547, NaN,9,0,27.205757908,7,3547,9.184318015,7,3547,21.70014173,7,3547,21.700167183,7,3547,1450.414519594,7,3547,2.536853679,7,3547
2024-08-18T21:30:00.000Z,2.492282509,7,3551,1021.713779127,7,3549, NaN,9,0,27.177753367,7,3549,9.068691073,7,3551,21.67067035,7,3549,21.670696553,7,3549,1450.860925936,7,3551,2.64691287,7,3551
2024-08-18T22:30:00.000Z,2.494781146,7,3551,1021.697352576,7,3551, NaN,9,0,27.163451225,7,3551,8.960517882,7,3551,21.654768991,7,3551,21.654795523,7,3551,1451.06337933,7,3551,2.699495128,7,3551
2024-08-18T23:30:00.000Z,2.526236215,7,3567,1021.500947806,7,3567, NaN,9,0,26.97512882,7,3567,8.891878329,7,3567,21.458838975,7,3567,21.45887196,7,3567,1453.734996636,7,3567,3.36636263,7,3567
2024-08-19T00:30:00.000Z,2.521924411,7,3566,1021.5085263,7,3566, NaN,9,0,26.978682277,7,3566,8.874552159,7,3566,21.466484219,7,3566,21.466516412,7,3566,1453.457819966,7,3566,3.301350813,7,3566
2024-08-19T01:30:00.000Z,2.518049804,7,3563,1021.56795807,7,3563, NaN,9,0,27.041444738,7,3563,8.894080831,7,3563,21.525796824,7,3563,21.525827803,7,3563,1452.975112546,7,3563,3.17156604,7,3563
2024-08-19T02:30:00.000Z,2.535379933,7,3568,1021.444475804,7,3568, NaN,9,0,26.923346777,7,3568,8.968271224,7,3569,21.40204648,7,3568,21.402081988,7,3568,1454.488647422,7,3568,3.558385626,7,3569
2024-08-19T03:30:00.000Z,2.522096789,7,3563,1021.509859572,7,3563, NaN,9,0,26.981098541,7,3563,9.051920853,7,3563,21.466976895,7,3563,21.467009949,7,3563,1453.455165029,7,3563,3.302089784,7,3563
2024-08-19T04:30:00.000Z,2.522628331,7,3565,1021.499678661,7,3565, NaN,9,0,26.969495877,7,3565,9.121744741,7,3565,21.45646944,7,3565,21.456502906,7,3565,1453.535896774,7,3565,3.323348892,7,3565
2024-08-19T05:30:00.000Z,2.571291046,7,3575,1020.995961048,7,3575, NaN,9,0,26.471704503,7,3575,9.188292785,7,3576,20.952712724,7,3575,20.952761959,7,3575,1458.444499301,7,3575,4.627839905,7,3576
2024-08-19T06:30:00.000Z,2.569604733,7,3577,1021.071567132,7,3577, NaN,9,0,26.550258932,7,3577,9.190844606,7,3578,21.028284037,7,3577,21.028331491,7,3577,1458.026080794,7,3577,4.500167803,7,3578
2024-08-19T07:30:00.000Z,2.598126712,7,3568,1020.39369725,7,3568, NaN,9,0,25.857367405,7,3568,9.163986271,7,3569,20.350787026,7,3568,20.350851824,7,3568,1462.529011491,7,3568,5.808181003,7,3569
2024-08-19T08:30:00.000Z,2.629294441,7,3549,1019.752329146,7,3549, NaN,9,0,25.223535249,7,3549,9.090245139,7,3549,19.710000905,7,3549,19.710083951,7,3549,1466.947501268,7,3549,7.102743731,7,3549
2024-08-19T09:30:00.000Z,2.645964167,7,3547,1019.308423282,7,3547, NaN,9,0,24.778879814,7,3547,8.979574006,7,3547,19.266758539,7,3547,19.266852655,7,3547,1469.754842684,7,3547,7.941525994,7,3547
2024-08-19T10:30:00.000Z,2.645698747,7,3543,1018.938967434,7,3543, NaN,9,0,24.396874428,7,3543,8.924300028,7,3543,18.897642584,7,3543,18.897744617,7,3543,1471.395240192,7,3543,8.488171408,7,3543
2024-08-19T11:30:00.000Z,2.639916304,7,3547,1018.768379095,7,3547, NaN,9,0,24.210757401,7,3547,8.861957711,7,3547,18.7273676,7,3547,18.727471707,7,3547,1471.887962504,7,3547,8.67661108,7,3547
2024-08-19T12:30:00.000Z,2.629749238,7,3555,1018.540017157,7,3555, NaN,9,0,23.959145401,7,3555,8.888824754,7,3555,18.498909061,7,3555,18.499016989,7,3555,1472.455139803,7,3555,8.908585851,7,3555
2024-08-19T13:30:00.000Z,2.634490073,7,3550,1019.316473787,7,3550, NaN,9,0,24.766156451,7,3550,8.916444789,7,3550,19.275070874,7,3550,19.275161689,7,3550,1469.15658169,7,3550,7.792919944,7,3550
2024-08-19T14:30:00.000Z,2.628408978,7,3553,1019.360156492,7,3553, NaN,9,0,24.803174444,7,3553,9.014593583,7,3553,19.318272372,7,3553,19.318362279,7,3553,1468.677698283,7,3553,7.662919054,7,3553
2024-08-19T15:30:00.000Z,2.641250102,7,3546,1019.409598841,7,3546, NaN,9,0,24.874769994,7,3546,9.102705584,7,3546,19.367327494,7,3546,19.367419585,7,3546,1469.081882403,7,3546,7.737850959,7,3546
2024-08-19T16:30:00.000Z,2.645234831,7,3542,1019.32535961,7,3542, NaN,9,0,24.793744353,7,3542,9.224038961,7,3542,19.282555241,7,3542,19.282651377,7,3542,1469.655036702,7,3542,7.909766996,7,3542
2024-08-19T17:30:00.000Z,2.640965779,7,3544,1019.295146514,7,3544, NaN,9,0,24.754443059,7,3544,9.30610807,7,3544,19.251956957,7,3544,19.252053759,7,3544,1469.581185102,7,3544,7.904127793,7,3544
2024-08-19T18:30:00.000Z,2.551891821,7,3563,1020.975637023,7,3563, NaN,9,0,26.44231437,7,3563,9.327695762,7,3563,20.931669858,7,3563,20.931719077,7,3563,1457.428523716,7,3563,4.428128038,7,3563
2024-08-19T19:30:00.000Z,2.521345157,7,3564,1021.585432455,7,3564, NaN,9,0,27.063272755,7,3564,9.256738496,7,3564,21.541558971,7,3564,21.541591532,7,3564,1453.095382716,7,3564,3.191703676,7,3564
2024-08-19T20:30:00.000Z,2.496566155,7,3553,1021.73931306,7,3553, NaN,9,0,27.211781227,7,3553,9.120250774,7,3553,21.695966441,7,3553,21.695993149,7,3553,1450.991841824,7,3553,2.667349367,7,3553
2024-08-19T21:30:00.000Z,2.506864535,7,3557,1021.640676928,7,3557, NaN,9,0,27.111336716,7,3557,8.974963452,7,3557,21.598078294,7,3557,21.598107127,7,3557,1452.015518414,7,3557,2.931084791,7,3557
2024-08-19T22:30:00.000Z,2.496817625,7,3553,1021.746857938,7,3553, NaN,9,0,27.222092401,7,3553,8.828169153,7,3553,21.704898431,7,3553,21.70492421,7,3553,1450.964328173,7,3553,2.658839206,7,3553
2024-08-19T23:30:00.000Z,2.494691735,7,3551,1021.771006031,7,3551, NaN,9,0,27.247642101,7,3551,8.725542946,7,3551,21.729521763,7,3551,21.729546653,7,3551,1450.734108702,7,3551,2.598775866,7,3551
2024-08-20T00:30:00.000Z,2.501802588,7,3555,1021.784536543,7,3555, NaN,9,0,27.271987342,7,3555,8.66058481,7,3555,21.743379375,7,3555,21.743404954,7,3555,1451.075195781,7,3555,2.670951842,7,3555
2024-08-20T01:30:00.000Z,2.500214824,7,3555,1021.805737526,7,3555, NaN,9,0,27.293766892,7,3555,8.662679887,7,3555,21.764560845,7,3555,21.764585913,7,3555,1450.895466948,7,3555,2.622451955,7,3555
2024-08-20T02:30:00.000Z,2.493199482,7,3551,1021.862054568,7,3551, NaN,9,0,27.350209209,7,3551,8.719890453,7,3551,21.820570424,7,3551,21.82059411,7,3551,1450.245362715,7,3551,2.45754548,7,3551
2024-08-20T03:30:00.000Z,2.487404147,7,3547,1021.945058065,7,3547, NaN,9,0,27.439048323,7,3547,8.819835918,7,3547,21.903059535,7,3547,21.903081891,7,3547,1449.544930082,7,3547,2.272816267,7,3547
2024-08-20T04:30:00.000Z,2.485362188,7,3547,1021.990716337,7,3547, NaN,9,0,27.488804708,7,3547,8.952427403,7,3547,21.948068537,7,3547,21.948090503,7,3547,1449.228732732,7,3547,2.18651545,7,3547
2024-08-20T05:30:00.000Z,2.487445798,7,3548,1021.98171851,7,3548, NaN,9,0,27.479878354,7,3548,9.07129876,7,3548,21.938513905,7,3548,21.938536535,7,3548,1449.394401353,7,3548,2.226043236,7,3548
2024-08-20T06:30:00.000Z,2.489518338,7,3549,1021.972221072,7,3549, NaN,9,0,27.470725162,7,3549,9.138141167,7,3549,21.928707575,7,3549,21.928730753,7,3549,1449.559413356,7,3549,2.26579397,7,3549
2024-08-20T07:30:00.000Z,2.503550307,7,3556,1021.77811275,7,3556, NaN,9,0,27.263373566,7,3556,9.152488189,7,3556,21.734626439,7,3556,21.734653762,7,3556,1451.225189258,7,3556,2.705077362,7,3556
2024-08-20T08:30:00.000Z,2.50317919,7,3556,1021.770138733,7,3556, NaN,9,0,27.253728909,7,3556,9.095672947,7,3556,21.726923351,7,3556,21.726950491,7,3556,1451.239925197,7,3556,2.710761783,7,3556
2024-08-20T09:30:00.000Z,2.504912049,7,3557,1021.755390982,7,3557, NaN,9,0,27.238997414,7,3557,9.011010683,7,3557,21.712587187,7,3557,21.712614453,7,3557,1451.403203261,7,3557,2.752249761,7,3557
2024-08-20T10:30:00.000Z,2.516496578,7,3562,1021.648823534,7,3562, NaN,9,0,27.13141356,7,3562,8.919320887,7,3562,21.606517808,7,3562,21.606547682,7,3562,1452.529685008,7,3562,3.042656204,7,3562
2024-08-20T11:30:00.000Z,2.542806471,7,3570,1021.46260427,7,3570, NaN,9,0,26.954729412,7,3570,8.870365901,7,3572,21.420656067,7,3570,21.420692218,7,3570,1454.816056863,7,3570,3.627639614,7,3572
2024-08-20T12:30:00.000Z,2.515105632,7,3562,1021.639095199,7,3562, NaN,9,0,27.11917945,7,3562,8.847271196,7,3562,21.597129216,7,3562,21.597158771,7,3562,1452.491473049,7,3562,3.037774481,7,3562
2024-08-20T13:30:00.000Z,2.534760028,7,3570,1021.502141582,7,3570, NaN,9,0,26.987790504,7,3570,8.865683754,7,3570,21.460182107,7,3570,21.460216334,7,3570,1454.20047563,7,3570,3.47198,7,3570
2024-08-20T14:30:00.000Z,2.526596482,7,3567,1021.568282424,7,3567, NaN,9,0,27.051430894,7,3567,8.958289038,7,3567,21.52584362,7,3567,21.525876061,7,3567,1453.459205775,7,3567,3.279903,7,3567
2024-08-20T15:30:00.000Z,2.534486211,7,3571,1021.506719615,7,3571, NaN,9,0,26.991094007,7,3571,9.06558723,7,3571,21.463812588,7,3571,21.463847445,7,3571,1454.175397368,7,3571,3.463688099,7,3571
2024-08-20T16:30:00.000Z,2.537708387,7,3572,1021.497688242,7,3572, NaN,9,0,26.983767693,7,3572,9.234737122,7,3572,21.453993599,7,3572,21.454029723,7,3572,1454.402338746,7,3572,3.51762738,7,3572
2024-08-20T17:30:00.000Z,2.518393241,7,3564,1021.643211824,7,3564, NaN,9,0,27.124574158,7,3564,9.350453423,7,3564,21.598869887,7,3564,21.598901556,7,3564,1452.679694164,7,3564,3.077050196,7,3564
2024-08-20T18:30:00.000Z,2.52034945,7,3564,1021.652201755,7,3564, NaN,9,0,27.136445034,7,3564,9.441994669,7,3564,21.607430106,7,3564,21.607462263,7,3564,1452.754757015,7,3564,3.090318406,7,3564
2024-08-20T19:30:00.000Z,2.52452427,7,3567,1021.610143906,7,3567, NaN,9,0,27.093705887,7,3567,9.433994393,7,3567,21.565434869,7,3567,21.565468187,7,3567,1453.175418279,7,3567,3.199947967,7,3567
2024-08-20T20:30:00.000Z,2.522353419,7,3565,1021.606824513,7,3565, NaN,9,0,27.087798093,7,3565,9.347180084,7,3565,21.562520508,7,3565,21.562553217,7,3565,1453.064962132,7,3565,3.176432258,7,3565
2024-08-20T21:30:00.000Z,2.524699579,7,3567,1021.609248651,7,3567, NaN,9,0,27.094176283,7,3567,9.183094477,7,3567,21.565729122,7,3567,21.565761567,7,3567,1453.181253154,7,3567,3.201957135,7,3567
2024-08-20T22:30:00.000Z,2.536426822,7,3571,1021.52370996,7,3571, NaN,9,0,27.012675329,7,3571,9.043487539,7,3571,21.480909343,7,3571,21.480944175,7,3571,1454.208367404,7,3571,3.464904593,7,3571
2024-08-20T23:30:00.000Z,2.575102546,7,3578,1021.024286273,7,3578, NaN,9,0,26.509305813,7,3578,8.895809111,7,3578,20.98241869,7,3578,20.982466464,7,3578,1458.5194237,7,3578,4.634375769,7,3578
2024-08-21T00:30:00.000Z,2.561937674,7,3573,1021.110483194,7,3573, NaN,9,0,26.58937831,7,3573,8.808143217,7,3575,21.068968849,7,3573,21.06901294,7,3573,1457.41911419,7,3573,4.352887832,7,3575
2024-08-21T01:30:00.000Z,2.567489229,7,3579,1021.02088985,7,3579, NaN,9,0,26.495229114,7,3579,8.763894384,7,3579,20.979622023,7,3579,20.979667844,7,3579,1458.117519139,7,3579,4.543029282,7,3579
2024-08-21T02:30:00.000Z,2.555812567,7,3576,1021.276726467,7,3576, NaN,9,0,26.761767869,7,3576,8.776180039,7,3577,21.235307193,7,3576,21.235347272,7,3576,1456.357903244,7,3576,4.04349877,7,3577
2024-08-21T03:30:00.000Z,2.547635828,7,3576,1021.359901351,7,3576, NaN,9,0,26.843122232,7,3576,8.879967282,7,3576,21.317948114,7,3576,21.317986165,7,3576,1455.548427013,7,3576,3.827872036,7,3576
2024-08-21T04:30:00.000Z,2.545431122,7,3575,1021.387839112,7,3575, NaN,9,0,26.870684308,7,3575,9.009315804,7,3575,21.345261576,7,3575,21.345299429,7,3575,1455.309252308,7,3575,3.762792671,7,3575
2024-08-21T05:30:00.000Z,2.53303592,7,3571,1021.506840713,7,3571, NaN,9,0,26.988575525,7,3571,9.152201344,7,3571,21.463519573,7,3571,21.463554499,7,3571,1454.099435732,7,3571,3.445797536,7,3571
2024-08-21T06:30:00.000Z,2.527715597,7,3568,1021.561332061,7,3568, NaN,9,0,27.04307329,7,3568,9.280919563,7,3568,21.517370882,7,3568,21.517404768,7,3568,1453.564924608,7,3568,3.305463509,7,3568
2024-08-21T07:30:00.000Z,2.517874987,7,3563,1021.646865833,7,3563, NaN,9,0,27.128225596,7,3563,9.324017682,7,3563,21.602646599,7,3563,21.602678049,7,3563,1452.63340668,7,3563,3.065359051,7,3563
2024-08-21T08:30:00.000Z,2.537580305,7,3572,1021.473030349,7,3572, NaN,9,0,26.955242553,7,3572,9.329461646,7,3572,21.428893559,7,3572,21.428930368,7,3572,1454.507569709,7,3572,3.550079955,7,3572
2024-08-21T09:30:00.000Z,2.537117172,7,3572,1021.466413206,7,3572, NaN,9,0,26.947371585,7,3572,9.236465006,7,3572,21.422716607,7,3572,21.422753021,7,3572,1454.509610302,7,3572,3.552683007,7,3572
2024-08-21T10:30:00.000Z,2.544543867,7,3574,1021.388475653,7,3574, NaN,9,0,26.869363039,7,3574,9.158681399,7,3575,21.345189657,7,3574,21.345227989,7,3574,1455.263314494,7,3574,3.751741538,7,3575
2024-08-21T11:30:00.000Z,2.535073115,7,3570,1021.486431693,7,3570, NaN,9,0,26.96883098,7,3570,9.061369364,7,3571,21.443551747,7,3570,21.443586937,7,3570,1454.298203081,7,3570,3.498743909,7,3571
2024-08-21T12:30:00.000Z,2.535087124,7,3571,1021.495205105,7,3571, NaN,9,0,26.978877821,7,3571,8.996156259,7,3571,21.45263162,7,3571,21.452666416,7,3571,1454.259508821,7,3571,3.486543993,7,3571
2024-08-21T13:30:00.000Z,2.532673888,7,3570,1021.514543791,7,3570, NaN,9,0,26.997888235,7,3570,8.962978151,7,3570,21.472115052,7,3570,21.472149097,7,3570,1454.038388515,7,3570,3.429653221,7,3570
2024-08-21T14:30:00.000Z,2.522142839,7,3565,1021.605872939,7,3565, NaN,9,0,27.088607041,7,3565,9.016214025,7,3565,21.563136392,7,3565,21.563167936,7,3565,1453.043423843,7,3565,3.173016746,7,3565
2024-08-21T15:30:00.000Z,2.506075596,7,3558,1021.75686797,7,3558, NaN,9,0,27.241426953,7,3558,9.12663575,7,3558,21.713518543,7,3558,21.713546325,7,3558,1451.466838954,7,3558,2.765796543,7,3558
2024-08-21T16:30:00.000Z,2.519250845,7,3564,1021.648614403,7,3564, NaN,9,0,27.13237138,7,3564,9.30037514,7,3564,21.604511027,7,3564,21.60454263,7,3564,1452.700056397,7,3564,3.080274607,7,3564
2024-08-21T17:30:00.000Z,2.521663882,7,3565,1021.627410933,7,3565, NaN,9,0,27.109811613,7,3565,9.49102805,7,3565,21.582417719,7,3565,21.582450604,7,3565,1452.938503787,7,3565,3.140674614,7,3565
2024-08-21T18:30:00.000Z,2.54270629,7,3571,1021.429302206,7,3571, NaN,9,0,26.911657659,7,3571,9.640528408,7,3573,21.383722324,7,3571,21.383761967,7,3571,1454.990674041,7,3571,3.676014274,7,3573
2024-08-21T19:30:00.000Z,2.571172249,7,3579,1021.084161136,7,3579, NaN,9,0,26.562784549,7,3579,9.678801676,7,3580,21.038583059,7,3579,21.038633029,7,3579,1458.075771724,7,3579,4.504563156,7,3580
2024-08-21T20:30:00.000Z,2.537337178,7,3572,1021.480725923,7,3572, NaN,9,0,26.962201568,7,3572,9.604772676,7,3572,21.435284256,7,3572,21.43532203,7,3572,1454.469525756,7,3572,3.538243533,7,3572
2024-08-21T21:30:00.000Z,2.552928992,7,3571,1021.280039397,7,3571, NaN,9,0,26.761790423,7,3571,9.43124727,7,3571,21.235517113,7,3571,21.235560067,7,3571,1456.190559787,7,3571,4.007401456,7,3571
2024-08-21T22:30:00.000Z,2.584363952,7,3568,1020.936750481,7,3568, NaN,9,0,26.426848935,7,3568,9.279869955,7,3568,20.89312262,7,3568,20.89317585,7,3568,1459.384929652,7,3568,4.869858548,7,3568
2024-08-21T23:30:00.000Z,2.541178395,7,3569,1021.431038463,7,3569, NaN,9,0,26.917270132,7,3569,9.104500981,7,3569,21.387985444,7,3569,21.388022884,7,3569,1454.865930513,7,3569,3.651484309,7,3569
2024-08-22T00:30:00.000Z,2.535587921,7,3569,1021.505653723,7,3569, NaN,9,0,26.992011992,7,3569,8.986914566,7,3570,21.463122524,7,3569,21.463157296,7,3569,1454.236625385,7,3569,3.478568599,7,3570
2024-08-22T01:30:00.000Z,2.530741306,7,3569,1021.548281378,7,3569, NaN,9,0,27.034300196,7,3569,8.898064146,7,3570,21.506145669,7,3569,21.506178783,7,3569,1453.777296442,7,3569,3.359296471,7,3570
2024-08-22T02:30:00.000Z,2.536436399,7,3571,1021.498925601,7,3571, NaN,9,0,26.986460739,7,3571,8.841429292,7,3571,21.457086716,7,3571,21.457121152,7,3571,1454.30699748,7,3571,3.497380902,7,3571
2024-08-22T03:30:00.000Z,2.551311768,7,3574,1021.344070206,7,3574, NaN,9,0,26.830990963,7,3574,8.888525035,7,3575,21.302091267,7,3574,21.302130262,7,3574,1455.816623951,7,3574,3.895996476,7,3575
2024-08-22T04:30:00.000Z,2.569228997,7,3578,1021.149251231,7,3578, NaN,9,0,26.636211906,7,3578,8.969085778,7,3579,21.10699296,7,3578,21.107037934,7,3578,1457.659077977,7,3578,4.38660461,7,3579
2024-08-22T05:30:00.000Z,2.578122555,7,3577,1021.032249565,7,3577, NaN,9,0,26.518508107,7,3577,9.097464076,7,3577,20.989441042,7,3577,20.989490004,7,3577,1458.65517948,7,3577,4.658817864,7,3577
2024-08-22T06:30:00.000Z,2.563201238,7,3579,1021.192097235,7,3579, NaN,9,0,26.674002263,7,3579,9.221349539,7,3579,21.148621739,7,3579,21.148666271,7,3579,1457.153581447,7,3579,4.254123806,7,3579
2024-08-22T07:30:00.000Z,2.548358543,7,3576,1021.334035024,7,3576, NaN,9,0,26.81239094,7,3576,9.311974839,7,3577,21.290050465,7,3576,21.290090847,7,3576,1455.719078579,7,3576,3.874840872,7,3577
2024-08-22T08:30:00.000Z,2.552062623,7,3576,1021.31298292,7,3576, NaN,9,0,26.79353764,7,3576,9.345464505,7,3578,21.268857258,7,3576,21.268898721,7,3576,1456.016423937,7,3576,3.950246059,7,3578
2024-08-22T09:30:00.000Z,2.544614219,7,3572,1021.405395615,7,3572, NaN,9,0,26.887946193,7,3572,9.290526581,7,3574,21.361482562,7,3572,21.361521251,7,3572,1455.196090705,7,3572,3.730445579,7,3574
2024-08-22T10:30:00.000Z,2.561968541,7,3579,1021.232584322,7,3579, NaN,9,0,26.718745711,7,3579,9.191957809,7,3579,21.189233036,7,3579,21.189276743,7,3579,1456.901188321,7,3579,4.183095641,7,3579
2024-08-22T11:30:00.000Z,2.553401412,7,3577,1021.308479673,7,3577, NaN,9,0,26.792270226,7,3577,9.067221135,7,3577,21.26567217,7,3577,21.265712715,7,3577,1456.097386078,7,3577,3.971472407,7,3577
2024-08-22T12:30:00.000Z,2.55232075,7,3575,1021.31567371,7,3575, NaN,9,0,26.799607385,7,3575,8.950908583,7,3577,21.273410464,7,3575,21.27345023,7,3575,1456.001631608,7,3575,3.947380011,7,3577
2024-08-22T13:30:00.000Z,2.539091688,7,3572,1021.447206425,7,3572, NaN,9,0,26.930725056,7,3572,8.891602015,7,3573,21.40515117,7,3572,21.40518683,7,3572,1454.688266797,7,3572,3.601664148,7,3573
2024-08-22T14:30:00.000Z,2.528979193,7,3567,1021.541956663,7,3567, NaN,9,0,27.025053462,7,3567,8.878679092,7,3568,21.499908772,7,3567,21.49994162,7,3567,1453.706129801,7,3567,3.34542102,7,3568
2024-08-22T15:30:00.000Z,2.548655428,7,3576,1021.345640232,7,3576, NaN,9,0,26.827637668,7,3576,8.951701426,7,3577,21.303355125,7,3576,21.303393807,7,3576,1455.672182327,7,3576,3.860518982,7,3577
2024-08-22T16:30:00.000Z,2.568620754,7,3579,1021.113621438,7,3579, NaN,9,0,26.595441799,7,3579,9.08163202,7,3579,21.070839966,7,3579,21.070885987,7,3579,1457.785027382,7,3579,4.428674378,7,3579
2024-08-22T17:30:00.000Z,2.580367849,7,3580,1020.947154987,7,3580, NaN,9,0,26.426220894,7,3580,9.262473184,7,3580,20.903598247,7,3580,20.903649807,7,3580,1459.159156145,7,3580,4.805397263,7,3580
2024-08-22T18:30:00.000Z,2.567848698,7,3579,1021.147482981,7,3579, NaN,9,0,26.629275803,7,3579,9.429773464,7,3580,21.103051255,7,3579,21.103098278,7,3579,1457.611041632,7,3579,4.374434385,7,3580
